JobTitle,DepartmentRaw,Location,Visa,YoE,DepartmentClean
Client Solutions Manager,Sales,Austin,No,7-10,Sales
Senior Product Designer,Product Design,California,No,10+,Design
Wireless Software Engineer,Software Engineer/ Technical Leader,"Menlo Park, CA",No,10+,Engineering
Business Recruiter,"Policy & Coms, Administrative, Business Leads",Chicago,No,4-6,Recruiting
Product Manager,Product,Bay Area,Yes,10+,Product
Technical Sourcer,"Business Engineering. Product Design, Machine Learning","San Jose, California",No,4-6,Recruiting
Technical Sourcing Specialist,Recruiting,SF Bay Area (open to relo),No,7-10,Recruiting
Strategic Program Manager - SMB Growth,Partnerships,"Austin - TX, US Remote",No,10+,Partnerships
Research Scientist,Engineering/Research (ML),NYC (open to relocate),Yes,1-3,Engineering
Product Marketing Manager,Product (FB App),"San Francisco, CA",Yes,4-6,Product
Senior Software Engineering Manager,Engineering,California,No,10+,Engineering
Senior Communications Lead,Communications,"Atlanta, GA",No,10+,Communications
Technical Sourcer,Recruiting,SF Bay area,No,4-6,Recruiting
Client Partner,Sales,San Francisco / New York,No,10+,Sales
Software Engineer,Engineering,Bay Area,No,1-3,Engineering
Software Engineer,Engineering,Seattle (open to relocation),No,1-3,Engineering
Technical Sourcer,"Engineering, Integrity, Cybersecurity",New York,No,4-6,Recruiting
Front End Developer,Engineering,Toronto,No,1-3,Engineering
Head of Merchandising & Programming - Personalization & Discovery,Product,"San Francisco, CA",No,10+,Product
Workforce Engagement Planner,HR,Remote MI,No,4-6,HR
Executive Search,Recruiter,"Austin, Texas",No,10+,Recruiting
Product Designer,Product Design,Seattle,No,10+,Design
Technical Recruiter,Recruiting,"Austin, TX",No,7-10,Recruiting
Sourcer,People / HR,NYC,No,4-6,Recruiting
Senior Product Manager,Product Management,New York,No,10+,Product
Technical Sourcer,Recruiting,Chicago IL,No,4-6,Recruiting
International Recruitment Manager,Recruitment,"Berlin, Germany",No,10+,Recruiting
Production Engineering,Engineering,San Francisco Bay Area,No,1-3,Engineering
QA Engineering Lead,Engineering,"Bay Area, CA",No,10+,Engineering
Employer Brand Manager,Marketing,San Diego,No,7-10,Marketing
Product Analyst,Analytics,London,No,4-6,Data Science
Product Manger,Product,Nj /NY,No,10+,Product
Software Engineer,Backend Engineer,San Francisco bay area,Yes,4-6,Engineering
Technical Sourcer,Engineering,"Austin, TX",No,4-6,Recruiting
"Program Manger, Business Planning & Operations","business, operations",San Francisco / Bay Area,No,10+,Operations
Communications Manager,Business Services,"Santa Clara, California",No,10+,Communications
Sr. Product Manager,Product,San Francisco Bay Area,Yes,10+,Product
Enterprise Software Engineer,Engineering,New York,Yes,4-6,Engineering
Senior Qualitative UXR,Research,"Los Angeles, CA",No,10+,Data Science
Software Engineer,Product,"Cambridge, MA",No,1-3,Product
Technical sourcer,RL Swe,"San Jose, CA",No,4-6,Recruiting
Technical Sourcer,Talent Acquisition,"Austin, TX",No,1-3,Recruiting
"Producer, Content Development, Global Business Marketing","Production, Content, Marketing",New York,No,7-10,Marketing
Client Solutions Nanager,Sales,Seattle,No,7-10,Sales
Software Engineer,Engineering,New York,Yes,1-3,Engineering
Product Marketing Manager,Product | Marketing,São Paulo,No,10+,Marketing
Sr. Optical Engineer,Engineering,"Bay Area, CA",No,4-6,Engineering
Product Designer,Design,New York,No,7-10,Design
Mobile Technical Sourcer,Recruiting,"Cleveland, Ohio",No,4-6,Recruiting
Client Partner,Sales,Oakland / Bay Area,No,10+,Sales
Sales Enablement Partner,Sales Enablement,"Dublin, Ireland",No,10+,Sales
Software Engineer,Back-end and Infrastructures,New York (willing to relocate),Have H1-B. Only need to transfer.,1-3,Engineering
Senior technical sourcer,Recruiting,Florida,No,7-10,Recruiting
Regional Intelligence Manager - Due Diligence,Intelligence and Investigations,New York,No,10+,Other
Senior Software Engineer,Engineering,"Toronto, Canada",No,4-6,Engineering
SWE,AI/ML infra,San Jose CA,No,4-6,Engineering
Product Marketing Development Manager,Product,Denver,No,10+,Product
SWE Web-engr,engineering,"San Jose, CA",No,1-3,Engineering
Research Scientist,Computer vision,Seattle,US permanent resident,4-6,Data Science
Product Manager,Product,Seattle,Yes,10+,Product
SWE,"Machine Learning, Algorithmic Optimizations, Engineering",NYC,No,1-3,Engineering
Senior UX Researcher,Product (UX Research & Strategy),Washington DC Metro / Baltimore,No,10+,Product
Technical Sourcer,product management,New York,No,4-6,Recruiting
"Business Strategy & Operations Analyst, Reality Labs",Strategy & Operations,"Mountain View, CA",No,10+,Operations
"Manager, Program Management",Business Strategy and Program Management,San Francisco Bay Area,Yes,10+,Other
Recruiting Coordinator/Recruiting Specialist,Product (Specialized Growth & Analytics),"Seattle, WA",No,4-6,Recruiting
Product Analyst,Analytics,"Seattle, WA",Yes,4-6,Data Science
Lead Product Designer,Product Design,"Seattle, WA",No,10+,Design
Technical Recruiter,"Product Design, Recruiting","Denver, CO",No,4-6,Recruiting
Water & Environment Coordinator,"Sustainability, Energy, & Water",Los Angeles,No,4-6,Other
"Language Manager, Spanish",Localization,"Seattle, Remote",No,10+,Other
Data Engineer,Engineering,Los Angeles,No,7-10,Engineering
Intellectual Property Operations Specialist,Legal Operations,"Austin, Texas",No,1-3,Operations
Recruiter,Recruiting,"Washington, DC",No,7-10,Recruiting
Technical sourcer (recruiting),Machine learning,NYC,No,1-3,Recruiting
"Director, Product Marketing",Product Marketing,New York,No,10+,Marketing
Software Engineer,Engineering,San Francisco Bay Area,Yes,10+,Engineering
Research Scientist,Machine Learning,United States,Yes,4-6,Data Science
Technical Sourcer,Recruiting,Los Angeles,No,1-3,Recruiting
"Strategic Partner Manager, Spark AR Ecosystem",Partnerships (And Product Management),Los Angeles,No,7-10,Product
Product Desginer,Product Design,"New York , Austin , Remote",No,1-3,Design
Art Director,Product,Portland Oregon,No,7-10,Product
Senior Engineering Manager,Product & ML Engineering,"New York, NY",No,10+,Engineering
Software Engineer,Data infra,New York City,No,1-3,Engineering
Data Scientist,Product / Sales Analytics,"Boston, MA",No,4-6,Data Science
"Content Policy Manager, Stakeholder Engagement",Policy,San Francisco,No,4-6,Other
Recruiting Manager,Recruiting,"Bay Area, CA",No,10+,Recruiting
"Product Marketing | New Products, Sr. Program Manager at Instagram Creators and Business",Product Marketing,New York,No,4-6,Marketing
Head of Creative Shop Pan Latam & Andean,Creativity-Sales,Miami,No,10+,Sales
Senior Product Designer,Product Design,"Bend, Oregon",No,7-10,Design
Software Engineer,Engineering,United States,Yes,4-6,Engineering
Senior Product Designer,Product Design,"Bend, Oregon",No,7-10,Design
Partner Solutions Manager,"Partnerships, consulting, product",Chicago & Miami,No,10+,Product
Executive Assistant,Admin,"SF Bay Area, Remote",No,4-6,Other
Research Scientist & Software Engineer,Engineering,"Seattle (Redmond, WA)",No,7-10,Engineering
Software Engineer - IC6,"Infrastructure, ML Support","Bellevue/Seattle, WA",,10+,Engineering
Data Engineer,Engineering,Salt Lake City,Yes,1-3,Engineering
Technical Sourcer,"Engineering, Recruitment",San Francisco Bay Area,No,1-3,Recruiting
Strategic Partner Manager,Partnerships,California,No,7-10,Partnerships
Product Marketing Manager,Product,"Remote (Minnesota, United States)",No,7-10,Product
Machine Learning Engineer,engineering,Remote,No,1-3,Engineering
Software Engineer,Product,New York,No,1-3,Product
Partner Solutions Manager,"Partnerships, Business Development, Sales","Chicago, Remote",No,10+,Sales
"Manager, Research Operations",Research Operations,San Francisco Bay Area,No,10+,Operations
"Director, Product Management",Product Management,San Francisco Bay Area,No,10+,Product
Site Security Manager,Physical Security,Bay Area or remote,,10+,Other
Data Scientist,Product Analytics,SF Bay Area,No,4-6,Data Science
Production Engineer (IC6),Storage —> Cloud —> Client Platform Engineering (frameworks to manage endpoint devices),Seattle,No,10+,Engineering
Product Marketing Communications Manager,Marketing,"Kirkland, WA",No,10+,Marketing
Recruiter,Recruiting,"Austin, TX",No,7-10,Recruiting
Talent Sourcer,SWE,"Toronto, Ontario, Canada",No,4-6,Recruiting
PhD Recruiter,HR,"Houston, TX",No,7-10,Recruiting
"Client Partner, Global Gaming","Sales, Gaming, Growth Marketing",Los Angeles,No,7-10,Marketing
Recruiting Coordinator,"Product, Early Talent Recruiting","San Francisco, CA",No,1-3,Recruiting
Software Engineer,"product, engineering",Seattle,Yes,1-3,Engineering
"Program Manager, New Products","Product, Marketing, Operations, Project Management",Austin; Remote,No,10+,Marketing
Program Manager,Recruiting,"Chicago, IL",No,7-10,Recruiting
Recruiting Coordinator,Recruiting/HR,"San Francisco, CA",No,4-6,Recruiting
"Finance Manager, Partnerships",Finance,"San Francisco, New York",Yes,7-10,Partnerships
UX Researcher,Product,"San Francisco, CA USA",No,7-10,Product
Communications Associate,"Crisis Comms, Public Affairs, Policy, Communications, Executive Comms",New York,No,1-3,Communications
Learning Business Partner - Tech Recruiting,"L&D, change management, DEI, learning consulting",Denver Metro,No,10+,Recruiting
Product Designer,Product Design,Philadelphia PA,No,10+,Design
"Business Product Marketer, Dev",Product Marketing,San Francisco,No,10+,Marketing
Software Engineer,Full-stack software engineering,"Seattle, WA",No,1-3,Engineering
Operational Process Lead,Human Resources / People Operations,San Francisco Bay Area,No,10+,Operations
Research Scientist/Data Scientist,Ads Business Product Marketing Science,San Francisco,No,1-3,Marketing
Senior UX Researcher,Research,"Washington, DC",No,10+,Data Science
software engineer,"engineering, blockchain, smart contracts, instagram nfts launch","toronto, canada",No,7-10,Engineering
UX Researcher,Product,Bay Area or Remote,No,7-10,Product
Technical Sourcer,Software Engineers and Machine Learning Engineers,Seattle,No,1-3,Recruiting
Technical Sourcer,Machine Learning / AI,San Francisco,No,4-6,Recruiting
Product Marketing Lead - Creators as Marketers,Product Marketing,New York,No,10+,Marketing
Product Marketing Manager Business Integrity,Product marketing,San Francisco Bay Area,No,7-10,Marketing
Product - Technical Program Manager,"Product technical program manager, TPM",Remote/New York,Yes,10+,Product
"Senior Director, Contingent Workforce",People,"Austin, TX",No,10+,Other
Creator Marketing Lead,Creative Shop | Creator Marketing,New York,No,10+,Marketing
Silicon Partnership Manager,"Foundry management, silicon sourcing",Bay Area,No,10+,Partnerships
Technical Sourcer,Recruting,Israel,No,1-3,Recruiting
People Strategy & Execution Partner (PM),People (HR),Sacramento Are (remote),No,10+,HR
Product Designer,"Design, Product",New York City,No,7-10,Design
Research Scientist,Engineering,"Bay Area, CA",No,4-6,Engineering
Intellectual Property Operations Specialist,Global Operations / Privacy + Copyright,"San Francisco, CA",No,1-3,Operations
UX Researcher,Product,"San Francisco, CA",No,10+,Product
Data Scientist,Product,"College Station, TX",Yes,1-3,Product
Sourcer- Talent Aquisition,Hardware Engineering for AR/VR teams,"Austin, TX",No,7-10,Recruiting
UX/UI Designer,Product,"San Francisco, CA",No,1-3,Product
Sr. Sourcer,Production engineering,Austin,No,4-6,Recruiting
People Services Specialist - Internal Movement and Global Mobility,"People, Human Resources","Austin, TX",No,4-6,HR
Sourcer,Recruiting Engineering Managers,"Tampa, FL",No,4-6,Recruiting
People Support Advisor,Human Resources,"Austin, TX",No,4-6,HR
Technical Sourcing recruiter,"Production engineering, swe, security","San Jose, ca. open to relocation",No,7-10,Recruiting
Recruiter,Software Engineers,Remote,No,7-10,Recruiting
Senior Portfolio Leader,Employee Experience & Engagement for Fortune 500 Companies,"San Ramon, California",No,10+,Other
Data Scientist,Data Science,Bay Area,Yes,4-6,Data Science
Technical Product Manager,Product,"Remote; Orlando, Fl",No,10+,Product
Content Design Manager,Design,"Washington, D.C.",No,7-10,Design
Technical Sourcer,Product Management,"Dallas, TX",No,10+,Recruiting
Agency Partner,Sales,Toronto,Canadian work permit. PR in progress.,10+,Sales
Technical Sourcer,"Hiring for Product, System, ML roles was part of Remote SWE Team","Remote, Bay Area",No,7-10,Recruiting
Technical Sourcer,Recruiting,"London, UK",No,7-10,Recruiting
Technical Recruiter,Product Managment,Remote,No,7-10,Recruiting
Product Marketing Manager,Product,Bay Area,Yes,7-10,Product
Technical Recruiter,Product Design,Las Vegas,No,4-6,Recruiting
Tech Sourcer,Talent Acquisition,Tel-Aviv,No,7-10,Recruiting
Recruiter / Sourcer,Recruiting,Austin,No,4-6,Recruiting
SWE,Android,"Menlo Park, CA, USA",Yes,1-3,Other
Software Engineer,Software Engineering,"Bay Area, CA",No,10+,Engineering
Executive Leadership Sourcer,Recruiting,San Francisco Bay area,No,7-10,Recruiting
Content Designer,Product,San Francisco Bay area,No,4-6,Product
Data Scientist,Data Science,San Francisco,Yes,4-6,Data Science
Technical Sourcer,Recruiting,"Los Angeles, CA",No,7-10,Recruiting
Technical Sourcer,Data Engineering - Product Analytics,"Denver, CO (willing to relocate)",No,4-6,Recruiting
Technical Sourcer,Recruiting,Canada,No,4-6,Recruiting
Technical Sourcer,Recruiting,San Francisco,No,1-3,Recruiting
Technical Sourcer,Recruiting,"Los Angeles, CA",No,4-6,Recruiting
Technical Sourcer,Recruiting,"Toronto, Ontario, Canada",No,4-6,Recruiting
"Marketing, Consumer & UX Research Lead","Marketing, Insights & UX Research","New York, NY - open to relocate",No,10+,Marketing
Sourcing Specialist,UX Research + Product Design,London,No,4-6,Recruiting
Technical Sourcer,Recruiting/Talent Acquisition,"Los Angeles, CA",No,4-6,Recruiting
Production Engineer,Engineering,"Menlo Park, CA",Yes,1-3,Engineering
Wireless engineer,"ML, DSP, wireless systems, AI",Los Angeles,No,4-6,Engineering
"Manager, Content Design",Product,WA state (Remote),No,10+,Product
Product Manager,Product,"Toronto, Canada",Yes,7-10,Product
Product Designer,Design,San Francisco,No,4-6,Design
Finance Operations Partner,Global Talent Mobility,"Remote - West Palm Beach, FL",No,10+,Recruiting
Product marketing manager,Product,Remote/PA,No,10+,Product
Senior Software Engineer,"Engineering, Ads Data Services","Bellevue, WA",Yes,7-10,Engineering
"Data Scientist, Analytics",Data Science,New York City,No,4-6,Data Science
Content Designer,Product,"Cleveland, OH",No,7-10,Product
Applied Research Scientist,"NLP, ML",San Francisco,Yes,4-6,Data Science
Lead Wireless Carrier Engineer,Engineering,Houston,No,10+,Engineering
Software Engineer,Engineering - Android,Burlingame,No,7-10,Engineering
"Program Manager, Tech Recruiting Ops",Tech Recruiting Operations,"Aberdeen, North Carolina",No,10+,Recruiting
Software Developer,Software Engineering,San Francisco/NYC,Yes,4-6,Engineering
Technical Recruiter,"AI, Computer Vision, Robotics",San Diego,Yes,7-10,Recruiting
Global Mobility Partner,HR/ Global Mobility,Remote,No,10+,HR
Software Engineer,Engineering - Android,Bay Area,No,7-10,Engineering
Creative Business Partner,Sales,"London, United Kingdom",No,10+,Sales
Data Analyst,Analytics,New York,Yes,4-6,Data Science
Principal Implementation Manager,Professional Services,"Irvine, California",No,10+,Other
Production Engineer,Engineering,"Washington, DC",No,1-3,Engineering
Product Growth Analyst,Product,San Francisco,Yes,7-10,Product
Technical Sourcer,Product management/design & engineering,"Fort Worth, TX",No,10+,Recruiting
Research Scientist,Engineering,"Menlo Park, CA",Yes,1-3,Engineering
Product Technical Program Manager,Product | Engineering,Dallas - Fort Worth,No,7-10,Engineering
Content Strategist,Global Business Marketing,"Chicago, Illinois",No,10+,Marketing
CEO,LA,United States,Yes,10+,Other
Emerging Talent Recruiter,Recruiting,"Remote, Seattle, WA",No,4-6,Recruiting
"Commercial Sourcing Manager, ASIC & Custom Silicon IP, EDA & Design Services",Sourcing & Operations Engineering,Bay Area,No,10+,Recruiting
Regional Ethics & Compliance Specialist EMEA,Ethics & Compliance,UK,No,10+,Other
Technical Sourcer,Recruiting,"Austin, TX",No,4-6,Recruiting
Software Engineer,Engineering,Toronto,Yes,1-3,Engineering
"Program Manager, Rotational Engineering","Product, Programs",San Ramon,No,7-10,Product
Employer Brand Marketing & Events Manager,Marketing,Bay Area,No,10+,Marketing
Process/Project Excellence Recruiting,Recruiting Products and Processes,US/Remote or Bay Area,No,10+,Recruiting
"Managing Director, Global Business Group",Sales,"Austin, TX - Paris, FR",No,10+,Sales
Content Designer,Product,"San Jose, California",Yes,7-10,Product
Global Emergency Preparedness Manager,Business Resilience,SF Bay Area,No,10+,Other
Senior Software Engineer,Software Engineering,San Francisco Bay Area,Yes,7-10,Engineering
Data Engineer,Data science,San Jose,No,10+,Data Science
Recruiter,Meta Business Group Partnerships Recruiting Team,San Francisco,No,10+,Recruiting
Technical Sourcer,Product,Colorado,No,4-6,Recruiting
Content Designer,Design,Toronto,No,10+,Design
User Experience Researcher,Product,"Seattle, WA",No,10+,Product
Privacy Engineer,Engineering,"Bay Area, Orange County, Los Angeles",No,1-3,Engineering
Technical Sourcer,"Reality Labs, AR/VR SWE","Los Angeles, CA",No,10+,Recruiting
"Strategic Partner Manager, Lifestyle & Wellness Creators",Media and Community Partnerships,Los Angeles,No,7-10,Partnerships
Agency Partner,"Sales, Account Management",Nigeria,Yes,10+,Sales
Software Engineer,Engineering,Virginia,No,7-10,Engineering
Creative Producer,Product and Marketing,San Francisco or Remote,No,4-6,Marketing
Application Manager,"Enterprise Operations, Engineering Video Infra","Houston, TX",No,1-3,Engineering
Business Planning & Operations Lead,Program Management / Corporate Strategy,Menlo Park CA (open to relocate),Yes,10+,Operations
AI PHD Recruiter (open to university recruiting),Recruiting,NC - Raleigh,No,7-10,Recruiting
Data Scientist,Product,D.C,Yes,4-6,Product
Candidate Channels Specialist,Tech and Business Experience,"Campbell, CA",No,4-6,Other
Senior Software Engineer,Engineering,Texas,Yes,4-6,Engineering
Technical Data Analyst,Operations (Commerce),"Dublin, Ireland",No,10+,Operations
Software Engineer,Engineering,"Los Angeles, CA",No,1-3,Engineering
"Program Manager, Regulatory Engagement Ops",Ops (IP),Northern California,No,7-10,Other
Data Engineer,Engineering,"Austin, Texas",No,7-10,Engineering
Sr Technical Sourcer,Technical,"Katy, Texas",No,7-10,Recruiting
Software Engineer,Engineering,New York (NYC),No,1-3,Engineering
Senior Technical Recruiter,Recruiting (for SWE),"New York, NY",No,7-10,Recruiting
Compliance team lead,Compliance,Dublin,Stamp 1 Ireland,7-10,Other
"Analytics, Data Analyst/Scientist","Marketing, Business Education",Chicago/Open to relocate,No,4-6,Marketing
Software Engineer,Engineering (Bootcamp),"Menlo Park, CA",Yes,1-3,Engineering
Display Electrical Engineer,Engineering,"Bay Area, CA",Yes,4-6,Engineering
"Head of Product Marketing, eCommerce",Product Marketing,U.S.,No,10+,Marketing
Information Technology Specialists,IT,"Rochester, NY",No,10+,Other
Senior Technical Sourcer,"Engineering, Early Careers, Pathway Programs",SF Bay Area,No,4-6,Recruiting
Software Engineer,Engineering,Bay Area,Yes,1-3,Engineering
Technical Sourcer,Reality Labs Hardware,"Redmond, WA",No,4-6,Recruiting
Data Scientist,"Analytics, engineering, product","Bay Area, will to relocate",Yes,1-3,Engineering
Technical Sourcer,Recruiting,"Austin, TX",No,1-3,Recruiting
Lead Product Specialist/Product Manager - Supply Chain,Product Management,"Detroit, MI",No,4-6,Product
"Market Specialist, LATAM, Noram",Operations,"Monterey, CA",No,7-10,Operations
"Recruiter, Legal",Recruiting,"Richmond, VA",No,10+,Recruiting
"Director, Partner Management Team @ Scaled Partner Management",Partner Management & Operations,SF Bay Area - open to other areas as well,No,10+,Operations
Sourcing Manager,Infra Ope,Seattle,Yes,7-10,Recruiting
Data Center Facilities Chemical Engineer,"Data center, engineering, water","Reston, VA",No,10+,Engineering
Senior Software Engineer,Engineering,New York,Yes,4-6,Engineering
Technical Sourcer,Talent Acquisition,Texas,No,4-6,Recruiting
Research Scientist,Engineering,"San Francisco Bay Area, US",Yes,1-3,Engineering
Product Marketing Manager,"MarTech, CRM",New York,No,10+,Marketing
Sourcer,Corporate Recruiting,Austin,No,7-10,Recruiting
Technical Sourcer,Recruiting,"Charlotte, NC",No,4-6,Recruiting
Product Marketing Manager,Product,Bay Area,Yes,7-10,Product
"Data Engineer, Analytics","product, engineering",Bay Area,Yes,4-6,Engineering
Senior Technical Program Manager,Product,Seattle,No,10+,Product
Senior Technical Recruiter,Engineering,"Las Vegas, NV",No,10+,Recruiting
People Services,Human Resources,"Houston, TX",No,7-10,HR
Business Development Manager,Sales,"New York, New York",No,4-6,Sales
Sourcer,Communications,"Los Angeles, CA",No,10+,Recruiting
Technical Recruiter,"Engineering, Content Design",SF Bay Area,No,10+,Recruiting
Technical Recruiter,Recruitment (CoreSWE),"Germany, Hamburg",Yes,4-6,Recruiting
Technical Recruiter,Engineering focus,"Hamburg, Germany",Yes,4-6,Recruiting
Quantitative User Experience Researcher,Product Foundations,"Fort Worth, TX",No,1-3,Product
Event Security Lead,event security coordination and GS Event Product m,Bay Area,No,4-6,Product
Software Engineer,Engineering,NYC,No,1-3,Engineering
Recruiting Coordinator,Recruiting,"Seattle, WA",No,1-3,Recruiting
Technical Sourcer,Recruiting,Vancouver,No,7-10,Recruiting
Technical Sourcer,Recruiting,NYC/NJ,No,7-10,Recruiting
Sr Product Marketing Manager,Product,New York,No,7-10,Product
Production Engineer,Software Engineering,California & Seattle,Yes,1-3,Engineering
BDR Enablement Partner,Sales/BD Operations,"New York, NY",No,4-6,Sales
Client Partner,Sales,New York/Remote,No,10+,Sales
Software Engineer,Engineering,Seattle,Yes,10+,Engineering
Software Engineer,Engineering: ML / ML infra,Bay Area but open to others,Yes,1-3,Engineering
Technical Sourcer,Recruiting,"Carmel, Indiana",No,7-10,Recruiting
Group Technical Program Manager,"Engineering, Partnerships",Singapore,Yes,10+,Engineering
Partner Solutions Manager,Partnerships,New York,No,10+,Partnerships
Event Security Lead,Global Security,Bay Area,No,4-6,Other
"Business Operations Manager, Revenue Ecosystems",Finance,New York,No,7-10,Operations
Software Engineer,Engineering,Bay Area,Yes,1-3,Engineering
Software Engineer,Engineering,"Bay Area, CA",No,1-3,Engineering
Project Marketing Manager,Product,"Remote (Minnesota, USA)",No,7-10,Product
Software Engineer,Software Development,Seattle/Remote,No,1-3,Engineering
Reception Associate,Global Security Services and Operations,"Hollister, CA",No,4-6,Operations
"Risk Intelligence, Oversight Board Investigator",Trust & Safety/Integrity/Policy,Austin,No,4-6,Other
Software Engineer,Engineering,"Seattle/Bellevue, WA",Yes,10+,Engineering
Research Scientist,Engineering,"MPK, Bay Area",Yes,1-3,Engineering
Product Strategy & Marketing Manager,Product Marketing,San Diego,No,10+,Marketing
Help@,IT,SF bay area,No,1-3,Other
Machine Learning Engineer IC5,Generalist,"London, UK",No,4-6,Engineering
Machine Learning Engineer,Software Engineering,"London, UK",Yes,4-6,Engineering
"BP&O Lead, Business Messaging Scaled Growth",Ops,New York City,No,7-10,Other
Technical Program Manager,Infrastructure,San Francisco Bay Area,Yes,4-6,Engineering
Hardware engineer,Engineering,"Bay Area, CA",No,7-10,Engineering
Product growth Analyst,Product,Bay area,No,4-6,Product
Associate General Counsel,Legal,Remote,No,10+,Other
"Research Scientist, FinTech Economics",Strategy,"Chicago, IL",No,1-3,Data Science
ML Technical Soucer,Machine Learning Engineering,Maryland,No,7-10,Engineering
Product Designer,Product Design (Meta Fintech),SF Bay Area,No,7-10,Design
Technical Sourcer,Product,Seattle,No,4-6,Recruiting
Business Intelligence Engineer,"Engineering, analytics",Seattle,Yes,4-6,Engineering
Public Policy Manager,Public policy,Bogotá,Yes,10+,Other
Trust and Safety Manager,"DO NOT HIRE - Carl was not part of the layoffs,",Austin,No,7-10,Other
Senior Customer Success Manager,SaaS Account Management / Sales,Los Angeles,Yes,10+,Sales
Product Designer,Product design,Seattle,No,7-10,Design
Research Scientist,"ML, physics simulations, optimal design",Bay Area,No,10+,Design
Immigration Partner,HR,NY/NJ,No,10+,HR
Data Scientist,Product,San Francisco Bay Area,No,4-6,Product
Technical Sourcer,Tech Recruiting,"Remote (Live in Tyler, TX)",No,4-6,Recruiting
Software Engineer,Engineering,"Alameda, CA",No,10+,Engineering
Technical Sourcer,Recruitment,London,No,4-6,Recruiting
Data Scientist,Product,"Fremont, CA (open to relocation and remote positions)",Yes,1-3,Product
Software Engineer,Engineering,"Seattle, WA",No,1-3,Engineering
Product Marketing Manager,Business Product Marketing,San Francisco,No,7-10,Marketing
Lead product designer,Design,Dallas,No,7-10,Design
Technical Recruiter,Recruiting,"Los Angeles, CA",No,4-6,Recruiting
QA Engineering Lead,Engineering,"Irvine, CA",No,10+,Engineering
Software Engineer,Engineering,"Seattle, WA",No,4-6,Engineering
Global Learning Partner,"Learning & Development, Sales",Chicago/Seattle/New York/Austin,No,7-10,Sales
NPI SUPPLY CHAIN MANAGER,SUPPLY CHAIN,Austin,Yes,10+,Other
Program Manager,People Operations - Recruiting,Chicago,No,10+,Recruiting
Program Manager - Network Investment,"Environmental, Health and Safety","Atlanta, GA",No,10+,Other
Production Engineer,Engineering,Mountain View,No,7-10,Engineering
Performance and Capacity Engineer,"Engineering (Data Engineer , Data Analyst)",Massachusetts,No,10+,Engineering
Software Engineering Manager,Engineering,San Francisco Bay Area,No,10+,Engineering
Technical Sourcer,Recruiting,"Austin, Texas",No,7-10,Recruiting
Product Designer,"Product, Design, Research",Seattle,Yes,4-6,Design
Research Scientist,Statistics & Privacy,"El Granada, California",No,10+,Data Science
Global Marketing Manager,Product marketing & B2B,"Austin, TX",No,10+,Marketing
Software Engineering Manager,Engineering,Seattle,No,7-10,Engineering
Executive Assistant,Engineering,Seattle,No,10+,Engineering
Product Marketing Lead,Consumer Product Marketing,"Los Angeles, CA",No,10+,Marketing
"Product Manager, Data",Engineering,"Mountain View, CA",Yes,4-6,Engineering
Data Scientist,Global Operations,"New York, USA",Yes,4-6,Operations
"Head of Politics & Government Outreach, Asia-Pacific","Policy, Government Relations, marketing",Singapore,No,10+,Marketing
"Growth Operations Manager, SBG","Marketing Operations, Ads","San Francisco Bay Area, CA",No,4-6,Marketing
Operations Program Manager,Engineering Support,India,No,10+,Engineering
Recruiter,Engineering,San Francisco,No,4-6,Recruiting
Software Engineer,Engineering; applied ML research,Bay Area (can remote),Yes,1-3,Engineering
"Manager, UX Research",UX Research,Seattle area,No,10+,Data Science
Software Engineer,Engineering,"Mountain View, CA",No,10+,Engineering
Data Analyst,Media Operations,San Francisco Bay Area,No,4-6,Operations
Software engineer,"Engineering, Product",Seattle,Yes,1-3,Engineering
Software Engineer,Engineering,"SF Bay Area, New York, Remote",No,4-6,Engineering
"Client Partner, Travel & Commerce",Sales,"Milan, Italy",No,10+,Sales
"University Recruiter, Closer",Software Engineering,"Denver, CO",No,10+,Recruiting
"Senior Manager, Risk Intelligence",Trust and Safety,"Austin, Tx",No,10+,Other
"Product Marketing Manager, GTM Ads Measurement",Product marketing,"Los Angeles, CA",No,7-10,Marketing
Leadership Sourcer,Technical Recruiting,"Austin, TX",No,4-6,Recruiting
Research Scientist,Social Science/UX Research,San Francisco,No,1-3,Data Science
Software Engineer,Platform Integrity,California,Yes,4-6,Engineering
Senior Content Designer,Ads + Measureent,Seattle + open to remote or relocating,No,7-10,Design
Product Designer,Design,"New York, NY / Remote / Hybrid",No,7-10,Design
Software Engineer,engineering,"Toronto, Canada, Remote",Yes,1-3,Engineering
Internal Auditor,"Internal Audit, Finance",San Francisco Bay area,Yes,7-10,Other
Software Engineer,Engineering,"New York, NY",Yes,1-3,Engineering
Help and Education Content Strategist,"Community Operations, GMS",San Francisco,No,4-6,Operations
Software Engineer,Engineering,"London, UK",Yes,1-3,Engineering
CTO,Technology,"Burlingame, CA",No,10+,Other
Software Engineer,Software Engineering,"San Francisco, California",No,1-3,Engineering
Growth operations lead,Growth,India,Yes,4-6,Operations
Data Scientist,AI / Product,"Bay Area, CA",Yes,1-3,Product
Technical Sourcer,Human Resources,"New York, NY",No,4-6,Recruiting
Senior Machine Learning Engineer,Engineering,Seattle,Yes,4-6,Engineering
"Technical Program Manager, Production Network Hardware",Technical Program Management,"Menlo Park, CA",No,10+,Product
Data Scientist,"Data Science - Advertising/Marketing Analytics,",NY,No,7-10,Data Science
